task_id,task_description,priority,user_id,deadline,estimated_duration_hours,current_user_workload,task_category
356,Student understand of prove boy require seat.,Medium,U038,2025-05-22,9,34,development
357,Wind beyond almost south until scene third.,Medium,U046,2025-05-24,11,34,devops
358,Fact require help thousand chance article ago.,Low,U032,2025-06-19,5,25,research
359,First team cover watch include until.,High,U004,2025-05-24,6,19,testing
360,Former talk major wife human hand that must.,High,U019,2025-05-30,9,35,testing
361,Important black feel national decade unit claim ask study.,Medium,U047,2025-06-04,8,28,devops
362,Plant who test against break fine perform knowledge consider board guy expert.,Medium,U013,2025-06-05,12,13,documentation
363,Technology control it teacher base service Congress unit.,High,U022,2025-06-03,6,18,research
364,Democrat speech live meeting project happy add oil local various dog crime general.,High,U012,2025-06-06,1,31,bugfix
365,Design among break plant happy new available budget today administration hard wife.,High,U038,2025-06-19,9,31,design
366,Interest our resource see if what morning without poor expect vote pattern grow.,Medium,U004,2025-06-13,5,13,testing
367,Land green country investment.,High,U016,2025-05-30,11,37,testing
368,Evening baby music natural executive.,Medium,U024,2025-06-07,12,28,testing
369,Bring pick region decision whatever down around point evidence benefit catch the kind agent board.,Low,U002,2025-06-18,5,23,documentation
370,Tax current water rise difficult card.,High,U013,2025-06-20,10,39,documentation
371,Evidence late investment expect fine second across stand wrong think follow building talk.,Medium,U047,2025-05-24,9,24,devops
372,Possible several one against civil.,High,U010,2025-05-25,10,12,development
373,Choice personal better right.,High,U044,2025-06-11,1,7,bugfix
374,Act smile indicate my television offer do decade recently field.,High,U040,2025-06-16,10,6,development
375,Accept old decide much.,Medium,U008,2025-06-01,1,18,testing
376,Probably throughout talk buy work positive point need court without.,High,U026,2025-06-11,9,24,documentation
377,Late quickly party public.,Medium,U040,2025-05-26,10,33,bugfix
378,Close everything such forward participant Mrs left chance vote home approach brother market military red.,Medium,U039,2025-06-17,7,27,development
379,Cultural player admit moment them type environment per according couple visit television.,Medium,U043,2025-05-29,2,25,development
380,Peace plant sign customer teacher really economy most investment approach size time already.,Medium,U047,2025-06-15,5,31,bugfix
381,Audience coach do forget market.,Medium,U041,2025-05-29,1,9,design
382,Box blue expect manager exist half former near position visit it company speak.,Medium,U023,2025-05-30,9,27,design
383,Yet help concern remain difficult three street similar half situation final on leader.,High,U012,2025-06-01,10,17,development
384,Analysis notice success school significant skin beyond conference pay.,Medium,U037,2025-06-08,6,17,design
385,Purpose follow mention student east fall.,Medium,U041,2025-06-06,4,34,design
386,Around issue can realize understand everybody.,Low,U039,2025-05-26,6,14,devops
387,Year happy them rock sort low try community economy bank smile live end.,Low,U037,2025-06-03,8,40,bugfix
388,Seven game something from director environmental mission program much house response color class.,Medium,U023,2025-06-04,2,39,bugfix
389,Several industry quickly although listen score forget.,High,U003,2025-06-10,11,39,bugfix
390,Situation lead almost hold close several finally.,Low,U008,2025-05-22,11,15,testing
391,Less team young per laugh live answer affect call fight defense.,Low,U033,2025-05-27,7,39,documentation
392,Anything important series name newspaper specific population professional.,High,U045,2025-06-09,9,8,devops
393,Expert white room perhaps act.,High,U030,2025-06-18,2,33,bugfix
394,Cut eye wife phone if page.,Medium,U029,2025-06-16,6,10,bugfix
395,Significant soon left feel answer soldier could.,Medium,U036,2025-05-24,6,16,development
396,Hundred machine yet must through strategy international store none structure practice.,Low,U038,2025-06-18,3,22,design
397,Heavy appear reduce environmental hot year personal morning environmental themselves radio.,High,U018,2025-05-23,12,33,design
398,Describe child individual yeah small start above light.,Medium,U024,2025-06-09,8,20,research
399,Old keep product at ago build medical.,High,U044,2025-06-04,8,19,devops
400,Speech society star marriage office seat maybe generation.,High,U021,2025-05-22,5,6,testing
401,Area stock first of new live paper prevent same office past.,Medium,U018,2025-05-27,8,36,testing
402,Partner model half rise get field memory care night world ability white drive.,Medium,U016,2025-06-14,5,5,development
403,Follow interest mother low future film difference organization common.,Medium,U019,2025-06-01,3,9,design
404,Account west process course must.,Medium,U035,2025-06-07,6,34,documentation
405,Air grow church must foreign home best ground tonight.,Medium,U027,2025-06-09,1,36,documentation
406,Various control management entire seek various in write.,Low,U006,2025-05-22,5,29,bugfix
407,Around turn forget arrive black man he.,Medium,U038,2025-05-29,4,12,bugfix
408,Provide administration skill PM central.,High,U022,2025-06-06,1,25,research
409,Major door three fine then simple Democrat loss.,Medium,U046,2025-05-31,11,34,bugfix
410,Deal born true example quality within point red car wide wall agent the teacher gas.,Medium,U016,2025-05-29,1,5,devops
411,Type manage remember action trip shake specific garden all.,Medium,U004,2025-06-14,12,8,devops
412,Explain training dinner box down political.,High,U018,2025-06-06,8,23,documentation
413,Attack result each natural either event democratic whether later off Republican majority region option.,Medium,U035,2025-06-07,5,6,testing
414,Attack chair end miss Mrs clear over.,Low,U032,2025-06-09,4,12,testing
415,Pattern where sound parent interesting her citizen audience course.,Low,U007,2025-05-30,1,29,testing
416,Full left hold left institution wide item course.,Medium,U011,2025-05-26,5,32,devops
417,Individual be attention according avoid senior everyone stop.,Low,U008,2025-05-26,12,7,bugfix
418,Believe stop set citizen heart life season foot city ground ago.,Medium,U021,2025-05-25,10,27,documentation
419,Especially receive dinner when audience somebody price success significant minute professional office outside night eight your.,Medium,U040,2025-05-30,6,22,development
420,See still every class industry by wife toward piece type investment.,High,U004,2025-06-10,1,29,testing
421,Back fast far some food agreement provide with hand whole training both.,Medium,U020,2025-06-16,12,21,design
422,Rock good attention human other share team.,Medium,U024,2025-06-08,1,36,design
423,Article culture five morning suggest.,Medium,U013,2025-06-20,8,14,design
424,Agreement two term despite institution operation market public director meeting thing beat.,Medium,U027,2025-06-15,12,37,documentation
425,Wish enter bring value call still say firm party.,Medium,U006,2025-05-25,5,19,bugfix
426,Any new occur I hotel father carry indeed write style else easy.,Low,U016,2025-05-25,4,16,design
427,Agree style space remember play drive exactly fish make woman ground.,Medium,U001,2025-06-20,6,19,bugfix
428,Newspaper husband such fast get security story thank business child case allow.,Low,U034,2025-06-07,11,22,devops
429,Share executive strategy treat forget piece so.,High,U050,2025-06-08,10,27,bugfix
430,Figure student us next our fire hope by.,High,U015,2025-05-28,2,32,design
431,Land region spend quality because.,Medium,U018,2025-05-27,3,31,devops
432,Along hair choice mission bit.,Medium,U038,2025-06-10,8,37,design
433,Show behavior study at medical ever never.,High,U014,2025-06-13,3,16,bugfix
434,Painting official friend from.,Medium,U011,2025-06-03,12,6,testing
435,Magazine ability cover speak attack benefit be may.,Medium,U042,2025-06-15,6,12,development
436,Meeting answer team this that avoid no somebody class first poor meeting bad wall.,Low,U004,2025-06-04,8,14,development
437,Step unit education law your.,Medium,U036,2025-06-14,8,32,testing
438,Still choose whole school these five ever pass it hundred change newspaper reveal.,High,U043,2025-05-23,10,33,design
439,Whether end into international drop talk similar each per at.,High,U031,2025-05-25,4,10,testing
440,Owner student interest meeting and half.,High,U048,2025-05-29,11,36,testing
441,Treat kid much affect hot relationship fund.,Low,U017,2025-06-07,2,35,research
442,Police report become environment scientist recognize morning.,Low,U038,2025-06-16,8,8,testing
443,Property total set will keep significant move local but image federal radio face fall.,Medium,U030,2025-06-14,11,37,research
444,Person amount trial return any test speech can room style week then save.,Medium,U026,2025-05-23,2,23,documentation
445,Better small red meet difference professional unit report.,Medium,U044,2025-06-17,11,34,devops
446,Official rise life side dinner store example travel focus.,Low,U015,2025-06-19,9,7,devops
447,Direction half hand eat worker yes evidence especially personal sea service line.,Medium,U049,2025-06-17,10,21,development
448,Big company perhaps provide at model when history sure.,Medium,U015,2025-06-18,11,39,documentation
449,Enough catch of myself understand discover partner itself college.,Low,U022,2025-05-22,5,25,development
450,Imagine last PM.,Medium,U022,2025-06-20,8,22,development
451,City but dinner guy address wonder expert once health.,High,U016,2025-05-27,5,40,development
452,Finally where agent never read police player operation face off.,Medium,U013,2025-06-11,3,24,documentation
453,According all director hospital impact step rise experience.,Medium,U015,2025-06-15,6,35,documentation
454,Agree model minute current at dream power population.,Low,U012,2025-06-03,1,24,design
455,Wife already site figure report shake single development TV southern air.,Medium,U008,2025-06-02,6,9,documentation
456,Room seat already center life part population interview.,Medium,U027,2025-06-14,7,16,design
457,Democratic perhaps pay.,High,U022,2025-05-31,3,7,research
458,Cover ten person may nor.,High,U029,2025-06-11,11,16,documentation
459,Use system commercial discuss those student data four under among special.,Medium,U034,2025-06-02,3,13,devops
460,Hit share green newspaper make.,Medium,U050,2025-05-30,9,20,devops
461,Focus grow short arrive collection make yourself item respond.,Medium,U008,2025-06-15,6,17,documentation
462,Agreement test but now.,Medium,U035,2025-06-01,2,17,design
463,City think image recognize usually.,Medium,U046,2025-06-11,6,26,development
464,Who through short owner view charge fish attack debate fact allow unit future nice.,Medium,U034,2025-05-29,1,30,research
465,Gun method hotel share star turn gas administration season operation top success.,High,U011,2025-05-28,5,20,devops
